item_id,name,material_id,brand_name,tb_price,our_price,zk_final_price,reserve_price,final_promotion_price,predict_rounding_up_price,shop_name,title,sub_title,short_title,image_url,click_url,annual_vol,level_one_category_id,level_one_category_name,tk_total_sales,coupon_url,has_full_reduction,full_reduction_coupon_set,full_reduction_coupon_fee0,full_reduction_coupon_desc0,full_reduction_coupon_type0,full_reduction_coupon_src_scene0,full_reduction_coupon_fee1,full_reduction_coupon_desc1,full_reduction_coupon_type1,full_reduction_coupon_src_scene1,has_alimama_reduction,alimama_coupon_set,alimama_coupon_fee0,alimama_coupon_desc0,alimama_coupon_type0,alimama_coupon_src_scene0,alimama_coupon_fee1,alimama_coupon_desc1,alimama_coupon_type1,alimama_coupon_src_scene1,has_open_reduction,open_coupon_set,open_coupon_fee0,open_coupon_desc0,open_coupon_type0,open_coupon_src_scene0,open_coupon_fee1,open_coupon_desc1,open_coupon_type1,open_coupon_src_scene1
J429bwKcRtqdgPJwaKuO2rhvta-zGGXXmNCWj7b4q5vUz9,英氏儿童沐浴露洗发水二合一奶泡,84226,YEEHOO/英氏,49,39,49,229.00,39,,英氏婴童洗护旗舰店,英氏儿童沐浴露洗发水二合一婴儿宝宝洗发沐浴露泡泡浴小奶泡慕斯,绵密泡泡，趣享沐浴，让宝宝爱上洗澡,英氏儿童沐浴露洗发水二合一奶泡,http://img.alicdn.com/bao/uploaded/i3/2200552342840/O1CN01DmzobN1Wqllgyq6Se_!!0-item_pic.jpg,48￥ HU0854 mZJe3ZWsBe6￥ https://m.tb.cn/h.g6slsab  英氏儿童沐浴露洗发水二合一婴儿宝宝洗发沐浴露泡泡浴小奶泡慕斯,20万+,50014812,婴童用品,,78￥ CZ0001 swFP3ZWHVuM￥ https://m.tb.cn/h.gTzHW0h  英氏儿童沐浴露洗发水二合一婴儿宝宝洗发沐浴露泡泡浴小奶泡慕斯,否,,,,,,,,,,是,,,满198减39,单品券,妈妈渠道券,10,满49减10,单品券,妈妈渠道券,是,,,满109减10,单品券,全网公开券,,满279减30,单品券,全网公开券
jWPMk6qt0tJ5eP0q8gfJZOfJte-xGGjjDeC5n28oBMxTJA,澳兰黛准孕妇补水面膜热销千万片,84226,AOCILENDA/澳の兰黛,59,49,59,258.00,49,,澳兰黛旗舰店,澳兰黛准孕妇面膜专用补水女保湿滋润正品可用护肤品官方旗舰店,,澳兰黛准孕妇补水面膜热销千万片,http://img.alicdn.com/bao/uploaded/i1/2408090537/O1CN01M6fsd81FpzayZuEjk_!!0-item_pic.jpg,48￥ CZ0000 Hphc3ZWsdh3￥ https://m.tb.cn/h.gh7opIO  澳兰黛准孕妇面膜专用补水女保湿滋润正品可用护肤品官方旗舰店,3万+,50022517,孕妇装/孕产妇用品/营养,,07￥ ZH4920 DfFg3ZWIpJY￥ https://m.tb.cn/h.gTzH6fb  澳兰黛准孕妇面膜专用补水女保湿滋润正品可用护肤品官方旗舰店,否,,,,,,,,,,是,,10,满39减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
gp57ka2U3t2ZX6bA5Nt26KSatr-KAA773ZHjKkZ2rdZiN,小银块粉饼遮瑕修容粉饼,84226,Hotfit/韩婷风姿,119.9,19.9,119.9,119.90,19.9,,hotfit韩婷风姿旗舰店,小银块粉饼遮瑕修容干湿两用保湿干粉定妆散粉女持久粉饼,,小银块粉饼遮瑕修容粉饼,http://img.alicdn.com/bao/uploaded/i2/3031888092/O1CN01yjc3rZ29eBkh7PJjm_!!0-item_pic.jpg,97￥ CA6496 l3de3ZWIUG4￥ https://m.tb.cn/h.gh7opII  小银块粉饼遮瑕修容干湿两用保湿干粉定妆散粉女持久粉饼,200+,50022517,孕妇装/孕产妇用品/营养,,19￥ ZH4920 bLyS3ZWHcZ8￥ https://m.tb.cn/h.g6sOYns  小银块粉饼遮瑕修容干湿两用保湿干粉定妆散粉女持久粉饼,否,,,,,,,,,,是,,100,满101减100,单品券,妈妈渠道券,,,,,否,,,,,,,,,
Na39QAPS5tGQ9dNnwqi72ZTRtB-JNNzzkZta5Jpknnpux,护冻干粉化妆品套装正,84226,爱维雅（美妆）,459.9,59.9,459.9,459.90,59.9,,爱维雅旗舰店,EXGYAN  忆香缘 韩国进口原料羊胎素润护冻干粉化妆品套装正品D,,护冻干粉化妆品套装正,http://img.alicdn.com/bao/uploaded/i3/2216518331102/O1CN01LstEo01K0lMz6PK4T_!!0-item_pic.jpg,87￥ CZ8908 V01g3ZWHQcH￥ https://m.tb.cn/h.gTztxV8  EXGYAN  忆香缘 韩国进口原料羊胎素润护冻干粉化妆品套装正品D,300+,50022517,孕妇装/孕产妇用品/营养,,99￥ CZ3456 RfTa3ZWsc9k￥ https://m.tb.cn/h.gTzHA44  EXGYAN  忆香缘 韩国进口原料羊胎素润护冻干粉化妆品套装正品D,否,,,,,,,,,,是,,400,满450减400,单品券,妈妈渠道券,,,,,否,,,,,,,,,
08yzjqRi7t8mG7oyjDtqY4S2t6-daaJJyrHn7RgVGVwhWW,非凡贝贝百草芦荟特护膏湿痒护臀,84226,非凡贝贝,58,53,58,58.00,53,47.2,幼朵熊品牌店,非凡贝贝百草芦荟特护膏宝宝止痒祛痱护臀膏无激素非凡贝贝芦荟膏,,非凡贝贝百草芦荟特护膏湿痒护臀,http://img.alicdn.com/bao/uploaded/i2/2022895314/O1CN01I0fjQw1p7rbbERYdk_!!2022895314.jpg,99￥ CZ0001 NNL13ZWsbLo￥ https://m.tb.cn/h.g6hjzUm  非凡贝贝百草芦荟特护膏宝宝止痒祛痱护臀膏无激素非凡贝贝芦荟膏,600+,50014812,婴童用品,,18￥ HU0025 QtES3ZWsWDz￥ https://m.tb.cn/h.g6sPKdo  非凡贝贝百草芦荟特护膏宝宝止痒祛痱护臀膏无激素非凡贝贝芦荟膏,否,,,,,,,,,,是,,5,满50减5,店铺券,妈妈渠道券,,满3.01减3,店铺券,妈妈渠道券,是,,,满100减5,店铺券,全网公开券,,,,
AGrw06wHzt4OPq57QWtJGzTvtn-4YYqqJOCyZpmv755Tz,植物妈妈儿童氨基酸洗面奶250ml,84226,植物妈妈,39.9,34.9,39.9,39.90,34.9,33.16,天猫超市,植物妈妈儿童洗面奶女孩男童青少年氨基酸控油洁面泡沫官方正品,氨基酸温和不辣眼  洗卸二合一,植物妈妈儿童氨基酸洗面奶250ml,http://img.alicdn.com/bao/uploaded/i1/6000000006815/O1CN01Dv7M2T20DK9dcgObe_!!6000000006815-0-sm.jpg,39￥ CZ3460 Xluc3ZWs0n1￥ https://m.tb.cn/h.g6hj2G6  植物妈妈儿童洗面奶女孩男童青少年氨基酸控油洁面泡沫官方正品,2万+,50014812,婴童用品,,38￥ CZ8908 rTzS3ZWs3W2￥ https://m.tb.cn/h.g6sOpuz  植物妈妈儿童洗面奶女孩男童青少年氨基酸控油洁面泡沫官方正品,否,,,,,,,,,,是,,5,满5.01减5,单品券,妈妈渠道券,,,,,否,,,,,,,,,
n50nXZdTMt3qom7YOXtN5OU0tP-zGGXXmNCoX0A4Nr0FJp,欢宝莲孕妇叶酸补水保湿面膜,84226,欢宝莲,305.9,29.9,305.9,309.90,29.9,,欢宝莲旗舰店,欢宝莲叶酸准孕妇补水面膜保湿清洁专用深层滋润面膜免洗孕妇可用,,欢宝莲孕妇叶酸补水保湿面膜,http://img.alicdn.com/bao/uploaded/i4/2267255003/O1CN018QnHc11mpQTgbhLra_!!0-item_pic.jpg,49￥ CZ0000 djYT3ZWHV0J￥ https://m.tb.cn/h.g6sOk8L  欢宝莲叶酸准孕妇补水面膜保湿清洁专用深层滋润面膜免洗孕妇可用,100+,50022517,孕妇装/孕产妇用品/营养,,28￥ CZ3460 BXzJ3ZWsk7S￥ https://m.tb.cn/h.gTztTBy  欢宝莲叶酸准孕妇补水面膜保湿清洁专用深层滋润面膜免洗孕妇可用,否,,,,,,,,,,是,,276,满300减276,单品券,妈妈渠道券,,,,,否,,,,,,,,,
b8AP6kBFgtoMxwzmgGUNWJsQt6-YQQmm0wUd2BPr28wIRZ,澳兰黛羊脂膏乳头霜热销万瓶,84226,AOCILENDA/澳の兰黛,39,29,39,168.00,29,,澳兰黛旗舰店,澳兰黛准孕妇乳头霜乳头膏羊脂膏保护羊毛脂霜护理滋润养护正品,滋润养护,澳兰黛羊脂膏乳头霜热销万瓶,http://img.alicdn.com/bao/uploaded/i4/2408090537/O1CN01QkyHKV1Fpzd3kns5j_!!0-item_pic.jpg,88￥ CZ0016 wxeJ3ZWsdEk￥ https://m.tb.cn/h.gTztTz0  澳兰黛准孕妇乳头霜乳头膏羊脂膏保护羊毛脂霜护理滋润养护正品,6万+,50022517,孕妇装/孕产妇用品/营养,,18￥ CZ3456 t4lh3ZWHell￥ https://m.tb.cn/h.g6hQLmq  澳兰黛准孕妇乳头霜乳头膏羊脂膏保护羊毛脂霜护理滋润养护正品,否,,,,,,,,,,是,,10,满39减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
jWPMk6VT0tJ5eP0q8gfJnzfJte-xGGjjDeCON6e0m0aFe,欢宝莲驱蚊液孕婴可用,84226,欢宝莲,29.9,26.9,29.9,205.90,26.9,,欢宝莲旗舰店,欢宝莲叮叮驱蚊液婴儿孕妇专用无毒儿童防蚊水蚊香液3件装,,欢宝莲驱蚊液孕婴可用,http://img.alicdn.com/bao/uploaded/i3/2267255003/O1CN014O7n4w1mpQTorQLQO_!!0-item_pic.jpg,07￥ CZ0012 ldwq3ZWIe76￥ https://m.tb.cn/h.gh7o4wR  欢宝莲叮叮驱蚊液婴儿孕妇专用无毒儿童防蚊水蚊香液3件装,100+,50014812,婴童用品,,28￥ CZ0000 nU1p3ZWsHtX￥ https://m.tb.cn/h.g6sOk8y  欢宝莲叮叮驱蚊液婴儿孕妇专用无毒儿童防蚊水蚊香液3件装,否,,,,,,,,,,是,,3,满29减3,单品券,妈妈渠道券,,,,,否,,,,,,,,,
60wzkBrI8tG72A0yz5irRbsot3-Q7755dZTbaD3Bp40io,Luki鲁奇儿童太阳镜小黄人联名款,84226,LUKI/鲁奇,219,209,219,269.00,209,197.43,鲁奇眼镜旗舰店,Luki鲁奇儿童太阳镜小黄人联名IP款3-6岁男女童墨镜UV400防紫外线,小黄人联名款，超萌配饰，强韧镜架,Luki鲁奇儿童太阳镜小黄人联名款,http://img.alicdn.com/bao/uploaded/i2/3252793071/O1CN01TsBXwC1YYZBOYoQij_!!0-item_pic.jpg,98￥ CA6496 lMIE3ZWs71I￥ https://m.tb.cn/h.g6sPFlH  Luki鲁奇儿童太阳镜小黄人联名IP款3-6岁男女童墨镜UV400防紫外线,200+,50008165,童装/婴儿装/亲子装,,07￥ CZ3458 NCYe3ZWHcGD￥ https://m.tb.cn/h.gTzHuCu  Luki鲁奇儿童太阳镜小黄人联名IP款3-6岁男女童墨镜UV400防紫外线,否,,,,,,,,,,是,,10,满199减10,店铺券,妈妈渠道券,,满299减20,店铺券,妈妈渠道券,是,,,满199减10,店铺券,全网公开券,,满299减20,店铺券,全网公开券
z4bRZ8Ofeta46dYnKeFYW3Sdt4-W00gg4ZfQZqjpWzacd3,不二宝贝水果奶酪星球桶,84226,不二宝贝,39.8,29.8,39.8,199.00,29.8,,不二宝贝旗舰店,不二宝贝溶豆水果奶酪星球桶儿童零食无添加蔗糖,【双11预售】不二宝贝溶豆水果奶酪星球桶,不二宝贝水果奶酪星球桶,http://img.alicdn.com/bao/uploaded/i2/2212478319537/O1CN01zduhQP2KK0FPCTiuW_!!0-item_pic.jpg,57￥ CZ3456 Dyvs3ZWITRj￥ https://m.tb.cn/h.g6hQm7M  不二宝贝溶豆水果奶酪星球桶儿童零食无添加蔗糖,5000+,35,奶粉/辅食/营养品/零食,,08￥ HU9196 QKCY3ZWIKI2￥ https://m.tb.cn/h.g6sPxMC  不二宝贝溶豆水果奶酪星球桶儿童零食无添加蔗糖,否,,,,,,,,,,是,,10,满36减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
wRWZqAQsgtDB9J3KeYi58oUbtd-N88PPnZSnOGbBVYbcpW,力诚3A鳕鱼肠儿童健康营养零食,84226,力诚,19.9,19.9,24.9,59.90,19.9,19.9,力诚食品旗舰店,力诚3A鳕鱼肠IQ鱼肠儿童健康营养鱼肉肠添加无零食送宝宝婴儿食谱,双重DHA+ARA+SA 营养更丰富,力诚3A鳕鱼肠儿童健康营养零食,http://img.alicdn.com/bao/uploaded/i3/2789388191/O1CN01pABsOD2ANX8eKDp6W_!!0-item_pic.jpg,57￥ CZ3452 6jlg3ZWIyhH￥ https://m.tb.cn/h.gh7LYKC  力诚3A鳕鱼肠IQ鱼肠儿童健康营养鱼肉肠添加无零食送宝宝婴儿食谱,1万+,35,奶粉/辅食/营养品/零食,,59￥ HU0854 4Jmh3ZWIivb￥ https://m.tb.cn/h.g6slYA7  力诚3A鳕鱼肠IQ鱼肠儿童健康营养鱼肉肠添加无零食送宝宝婴儿食谱,否,,,,,,,,,,是,,,满34减10,单品券,妈妈渠道券,,,,,是,,5,满24减5,单品券,全网公开券,,,,
z4bRZ87teta46dYnKeFYWDidt4-W00gg4ZfQr8vykZzco,不二宝贝高蛋白儿童黑猪肉午餐肉,84226,不二宝贝,32.8,24.8,32.8,99.00,24.8,,不二宝贝旗舰店,不二宝贝儿童黑猪肉午餐肉无添加早餐速熟食专用搭配宝宝辅食罐头,不二宝贝高蛋白儿童黑猪肉午餐肉,不二宝贝高蛋白儿童黑猪肉午餐肉,http://img.alicdn.com/bao/uploaded/i2/2212478319537/O1CN01z9qIc62KK0FN0KhLk_!!0-item_pic.jpg,67￥ HU7632 pivZ3ZWIxZY￥ https://m.tb.cn/h.gTztkS2  不二宝贝儿童黑猪肉午餐肉无添加早餐速熟食专用搭配宝宝辅食罐头,700+,35,奶粉/辅食/营养品/零食,,08￥ MF7997 hGSA3ZWsc9F￥ https://m.tb.cn/h.gh7o4Dc  不二宝贝儿童黑猪肉午餐肉无添加早餐速熟食专用搭配宝宝辅食罐头,否,,,,,,,,,,是,,8,满30减8,单品券,妈妈渠道券,,,,,是,,,满29减3,单品券,全网公开券,,,,
YDX4OqZUptXrbdYkZKTaQPI2t6-3YYyygVC0A4JX204Fk,植物妈妈驱蚊止痒膏6g×2个,84226,植物妈妈,29.9,24.9,29.9,29.90,24.9,23.66,天猫超市,植物妈妈紫草膏婴儿专用宝宝儿童蚊子蚊虫叮咬缓痒消包止痒膏正品,夏日防蚊止痒神器 一抹止痒消叮包,植物妈妈驱蚊止痒膏6g×2个,http://img.alicdn.com/bao/uploaded/i2/6000000002872/O1CN01bzJ4Pn1X5QT0BCzvR_!!6000000002872-0-sm.jpg,49￥ CZ0016 KybD3ZWIpWQ￥ https://m.tb.cn/h.gTzHWYK  植物妈妈紫草膏婴儿专用宝宝儿童蚊子蚊虫叮咬缓痒消包止痒膏正品,1万+,50014812,婴童用品,,78￥ CZ0001 jKYI3ZWIDfp￥ https://m.tb.cn/h.gTzHWYJ  植物妈妈紫草膏婴儿专用宝宝儿童蚊子蚊虫叮咬缓痒消包止痒膏正品,否,,,,,,,,,,是,,5,满5.01减5,单品券,妈妈渠道券,,,,,否,,,,,,,,,
250zOJ0cotgkaM09OyIKbDsDtD-JNNzzkZta5Pj4dkzU2,,84226,比逗仕,24.9,23.9,24.9,24.90,23.9,21.41,比逗仕食品旗舰店,比逗仕婴幼儿清清宝雪梨山楂味枇杷雪梨味宝宝婴标温和清润6个月+,婴幼儿标准,,http://img.alicdn.com/bao/uploaded/i3/3879913234/O1CN01slFaoT1ZlDmQFklYz_!!0-item_pic.jpg,28￥ MF1643 6sP73ZWIpjU￥ https://m.tb.cn/h.g6hjGBF  比逗仕婴幼儿清清宝雪梨山楂味枇杷雪梨味宝宝婴标温和清润6个月+,36,35,奶粉/辅食/营养品/零食,,59￥ CZ0015 OXy13ZWHRPC￥ https://m.tb.cn/h.gh7L4BS  比逗仕婴幼儿清清宝雪梨山楂味枇杷雪梨味宝宝婴标温和清润6个月+,否,,,,,,,,,,是,,1,满1.01减1,店铺券,妈妈渠道券,,,,,是,,,满100减5,店铺券,全网公开券,,,,
QDj9B8PsQtBRANgJ45uQ04HatQ-YQQmm0wUBor6r6P8c3,比逗仕有机进口婴标果泥宝宝6月+,84226,比逗仕,29.9,28.9,29.9,29.90,28.9,25.66,比逗仕食品旗舰店,比逗仕有机婴幼儿进口果泥儿童宝宝辅食苹果维生素C水果6月+袋装,双有机认证，婴标+中国有机，0添加,比逗仕有机进口婴标果泥宝宝6月+,http://img.alicdn.com/bao/uploaded/i1/3879913234/O1CN010NWm1F1ZlDoF89XP6_!!0-item_pic.jpg,29￥ CZ3456 deoj3ZWsWph￥ https://m.tb.cn/h.g6hjLJx  比逗仕有机婴幼儿进口果泥儿童宝宝辅食苹果维生素C水果6月+袋装,300+,35,奶粉/辅食/营养品/零食,,78￥ CZ0012 EMU63ZWIfHr￥ https://m.tb.cn/h.g6hQmio  比逗仕有机婴幼儿进口果泥儿童宝宝辅食苹果维生素C水果6月+袋装,否,,,,,,,,,,是,,1,满1.01减1,店铺券,妈妈渠道券,,,,,是,,,满100减5,店铺券,全网公开券,,,,
K4n95eOS3to8vDa75BUpvosJtW-7YYOOJmCwwB3oYWmt5,婴幼儿零食炭烧棒宝宝磨牙饼干,84226,不二宝贝,23.8,23.8,26.8,99.00,23.8,17.8,不二宝贝旗舰店,不二宝贝婴幼儿炭烧棒一岁宝宝儿童零食无添加蔗糖磨牙棒辅食饼干,,婴幼儿零食炭烧棒宝宝磨牙饼干,http://img.alicdn.com/bao/uploaded/i1/2212478319537/O1CN01yPtvoT2KK0F9284sf_!!0-item_pic.jpg,27￥ MF7997 s5br3ZWI2sf￥ https://m.tb.cn/h.gTztTA8  不二宝贝婴幼儿炭烧棒一岁宝宝儿童零食无添加蔗糖磨牙棒辅食饼干,5000+,35,奶粉/辅食/营养品/零食,,17￥ CZ3460 yXgK3ZWsS6q￥ https://m.tb.cn/h.g6hQLNt  不二宝贝婴幼儿炭烧棒一岁宝宝儿童零食无添加蔗糖磨牙棒辅食饼干,否,,,,,,,,,,是,,,满36减18,单品券,妈妈渠道券,,,,,是,,3,满15减3,单品券,全网公开券,,,,
qRd0YXmH2t4e8JxawQtRO0hWt0-vGGjj3aCBRDo8GV8H6,开心开来儿童夏季天丝短袖套装,84226,Kaxkal/开心开来,49.9,26.9,49.9,79.00,26.9,,开心开来旗舰店,开心开来儿童短袖2024夏季中大童天丝凉感男女童家居服套装空调服,自带凉感 轻柔亲肤 持久抗菌 高弹爽滑透气,开心开来儿童夏季天丝短袖套装,http://img.alicdn.com/bao/uploaded/i1/2216460978759/O1CN01D2yQCT2EZg5Dqg9Tg_!!0-item_pic.jpg,57￥ CZ3458 ivVf3ZWH9dO￥ https://m.tb.cn/h.g6sORSY  开心开来儿童短袖2024夏季中大童天丝凉感男女童家居服套装空调服,26,50008165,童装/婴儿装/亲子装,,97￥ CZ0002 oeZu3ZWsKuj￥ https://m.tb.cn/h.gTzHpJH  开心开来儿童短袖2024夏季中大童天丝凉感男女童家居服套装空调服,否,,,,,,,,,,是,,,满39减15,店铺券,妈妈渠道券,,满49减20,店铺券,妈妈渠道券,否,,,,,,,,,
oRJyXgqtrtKP7NDORbiANohntN-g66JJjyupKdJzVOBuGY,LUKI鲁奇儿童墨镜户外运动太阳镜,84226,LUKI/鲁奇,309.0,309,329,349.00,309,299.13,鲁奇眼镜旗舰店,Luki鲁奇儿童墨镜男女童运动太阳镜户外骑行防风护目镜大童3-11岁,①UV420②PC安全镜片③记忆镜架,LUKI鲁奇儿童墨镜户外运动太阳镜,http://img.alicdn.com/bao/uploaded/i4/3252793071/O1CN01zou5Tj1YYZHU55gEN_!!0-item_pic.jpg,17￥ HU0854 6Ym73ZWHpbq￥ https://m.tb.cn/h.g6hjDXK  Luki鲁奇儿童墨镜男女童运动太阳镜户外骑行防风护目镜大童3-11岁,32,50008165,童装/婴儿装/亲子装,,07￥ CA6496 BuTW3ZWspP0￥ https://m.tb.cn/h.gh7LDEW  Luki鲁奇儿童墨镜男女童运动太阳镜户外骑行防风护目镜大童3-11岁,否,,,,,,,,,,是,,,满199减10,店铺券,妈妈渠道券,,满299减20,店铺券,妈妈渠道券,是,,,满199减10,店铺券,全网公开券,20,满299减20,店铺券,全网公开券
P4V90xkF3t6pW5drY8iVjYtPt6-8YYnn6oC04AjOOJmhqX,,84226,,69.9,39.9,69.9,69.90,39.9,,巷子里的百货馆,儿童积木桌兼容乐高拼装益智玩具宝宝孩子3到6多功能游戏学习桌,,,http://img.alicdn.com/bao/uploaded/i3/2215873983728/O1CN01HT6q7Q1dPTUctEtHL_!!2215873983728.jpg,48￥ CZ0015 YkTT3ZWIRcE￥ https://m.tb.cn/h.g6sPxL6  儿童积木桌兼容乐高拼装益智玩具宝宝孩子3到6多功能游戏学习桌,200+,25,玩具/童车/益智/积木/模型,,68￥ CZ8908 QKyg3ZWHcZz￥ https://m.tb.cn/h.gh7LuHU  儿童积木桌兼容乐高拼装益智玩具宝宝孩子3到6多功能游戏学习桌,否,,,,,,,,,,是,,30,满69减30,单品券,妈妈渠道券,,满69减30,单品券,妈妈渠道券,否,,,,,,,,,
P4V90xwI3t6pW5drY8iVyNtPt6-BGG665ZCrzroVkwDUr,梵贞男士护肤品套装清洁,84226,梵贞,188.9,59.9,188.9,188.90,59.9,,梵贞旗舰店,梵贞男士护肤品套装清洁洁面乳补水保湿水乳面霜五件套C,,梵贞男士护肤品套装清洁,http://img.alicdn.com/bao/uploaded/i1/784483598/O1CN01AdQQIO1cRvx2Mp20r_!!0-item_pic.jpg,89￥ CZ3460 n5xz3ZWHoPc￥ https://m.tb.cn/h.gh7LkUf  梵贞男士护肤品套装清洁洁面乳补水保湿水乳面霜五件套C,600+,50022517,孕妇装/孕产妇用品/营养,,87￥ MF1643 4Mur3ZWHWe0￥ https://m.tb.cn/h.g6hQLn8  梵贞男士护肤品套装清洁洁面乳补水保湿水乳面霜五件套C,否,,,,,,,,,,是,,129,满129.01减129,单品券,妈妈渠道券,,,,,否,,,,,,,,,
yZ8kXxpTRt25JZN0VXtzwgcvtA-nGGoojBCxNadWepVsBg,红色小象夏季儿童面霜婴儿冰雪霜,84226,红色小象,30.9,25.9,30.9,199.00,25.9,22.15,红色小象旗舰店,红色小象儿童面霜婴儿宝宝霞多丽冰雪葡萄春夏季补水保湿霜润肤乳,一抹化水 夏季冰雪霜,红色小象夏季儿童面霜婴儿冰雪霜,http://img.alicdn.com/bao/uploaded/i2/2707252427/O1CN01gpXVaX1TncDgV3JuX_!!0-item_pic.jpg,49￥ HU0854 wKMt3ZWIO38￥ https://m.tb.cn/h.gh7LYJN  红色小象儿童面霜婴儿宝宝霞多丽冰雪葡萄春夏季补水保湿霜润肤乳,3万+,50014812,婴童用品,,58￥ HU9046 tPIH3ZWHc00￥ https://m.tb.cn/h.gh7MARu  红色小象儿童面霜婴儿宝宝霞多丽冰雪葡萄春夏季补水保湿霜润肤乳,否,,,,,,,,,,是,,5,满30减5,单品券,妈妈渠道券,,,,,否,,,,,,,,,
AGrw06mczt4OPq57QWtJoDUvtn-vGGjj3aCBXjWYGJJC6,LUKI儿童眼镜酷潮时尚墨镜男女童,84226,LUKI/鲁奇,239,229,239,279.00,229,216.83,鲁奇眼镜旗舰店,Luki鲁奇儿童墨镜大童太阳镜防紫外线防晒遮阳时尚大框眼镜男女童,①官方正品②专业儿童镜③PC防弹镜片,LUKI儿童眼镜酷潮时尚墨镜男女童,http://img.alicdn.com/bao/uploaded/i1/3252793071/O1CN01821b4d1YYZHIoBszs_!!0-item_pic.jpg,38￥ CZ3452 ZkfD3ZWHm1i￥ https://m.tb.cn/h.gh7o6YD  Luki鲁奇儿童墨镜大童太阳镜防紫外线防晒遮阳时尚大框眼镜男女童,18,50008165,童装/婴儿装/亲子装,,77￥ CZ0000 ME4o3ZWsW25￥ https://m.tb.cn/h.gh7odGB  Luki鲁奇儿童墨镜大童太阳镜防紫外线防晒遮阳时尚大框眼镜男女童,否,,,,,,,,,,是,,10,满199减10,店铺券,妈妈渠道券,,满299减20,店铺券,妈妈渠道券,是,,,满199减10,店铺券,全网公开券,,满299减20,店铺券,全网公开券
XDVMryxCGtXDgGkK9PTmBZSBtg-zGGXXmNCoN3GbPb3uJp,爱舒屋新生婴儿护臀膏5g,84226,akasugu/爱舒屋,69,39,69,69.00,39,,akasugu母婴旗舰店,Akasugu爱舒屋护臀膏婴儿宝宝专用新生儿红屁股护臀霜PP霜屁屁膏,隔离尿便 无氧化锌 轻薄好推开,爱舒屋新生婴儿护臀膏5g,http://img.alicdn.com/bao/uploaded/i4/4037043003/O1CN012ZwTEc1Y3QK4sW5hx_!!0-item_pic.jpg,48￥ CZ8908 ZAcj3ZWI5Ye￥ https://m.tb.cn/h.g6slxSc  Akasugu爱舒屋护臀膏婴儿宝宝专用新生儿红屁股护臀霜PP霜屁屁膏,1万+,50014812,婴童用品,,59￥ MF7997 aY5K3ZWH2Dk￥ https://m.tb.cn/h.gh7o4xB  Akasugu爱舒屋护臀膏婴儿宝宝专用新生儿红屁股护臀霜PP霜屁屁膏,否,,,,,,,,,,是,,30,满69减30,单品券,妈妈渠道券,,,,,是,,,满109减10,店铺券,全网公开券,,满69减10,单品券,全网公开券
n50nXZqTMt3qom7YOXtNxYt0tP-ammooDbtYe38JA7WIo,咕咕婴儿奶瓶1-2岁以上宝宝PPSU,84226,咕咕,99.9,29.9,99.9,99.90,29.9,,咕咕母婴旗舰店,咕咕奶瓶6个月以上12一岁大宝宝婴儿断奶吸管PPSU防胀气杯奶瓶,德国进口PPSU  超宽口72mm,咕咕婴儿奶瓶1-2岁以上宝宝PPSU,http://img.alicdn.com/bao/uploaded/i3/2204173029943/O1CN016nzsAD2NJx2ZUCcS1_!!0-item_pic.jpg,47￥ CZ3458 w1vs3ZWsQgv￥ https://m.tb.cn/h.g6hQ2J2  咕咕奶瓶6个月以上12一岁大宝宝婴儿断奶吸管PPSU防胀气杯奶瓶,2000+,50014812,婴童用品,,19￥ CZ0001 Eo8w3ZWsdSY￥ https://m.tb.cn/h.gh7oduS  咕咕奶瓶6个月以上12一岁大宝宝婴儿断奶吸管PPSU防胀气杯奶瓶,否,,,,,,,,,,是,,50,满99减50,单品券,妈妈渠道券,,,,,否,,,,,,,,,
